ensembl_gene_id chromosome_name start_position end_position
4290 ENSG00000263793 1 23044305 23044372
4291 ENSG00000263841 1 153500463 153500764
4292 ENSG00000263908 1 62078786 62078859
4293 ENSG00000263956 1 148102047 148152322
4294 ENSG00000263961 1 206053173 206102449
4295 ENSG00000264030 2 10280628 10280891
4296 ENSG00000264047 2 43904412 43904693
4297 ENSG00000264078 1 31644694 31649371
4298 ENSG00000264101 1 5862672 5862741
4299 ENSG00000264192 2 21922993 21923288
4300 ENSG00000264207 1 149861271 149862504
4301 ENSG00000264343 1 146146203 146229041
4302 ENSG00000264349 1 154975693 154975783
4303 ENSG00000264370 2 12737367 12737444
4304 ENSG00000264377 1 234306467 234306539
4305 ENSG00000264384 1 154166245 154166549
4306 ENSG00000264419 1 116560024 116560111
4307 ENSG00000264443 1 24538802 24556024
4308 ENSG00000264483 1 227941590 227941683
4309 ENSG00000264500 1 248826377 248826443
4310 ENSG00000264522 1 149937812 150010726
4311 ENSG00000264553 1 150551929 150552014
4312 ENSG00000264582 1 40804846 40805141
4313 ENSG00000264592 1 36191915 36192170
4314 ENSG00000264720 1 66628440 66628517
4315 ENSG00000264773 1 30739156 30739232
4316 ENSG00000264802 1 201719508 201719627
4317 ENSG00000264809 1 178484408 178484682
4318 ENSG00000264834 1 52928674 52928772
4319 ENSG00000264881 1 10227718 10227803
4320 ENSG00000264916 1 179900262 179900564
4321 ENSG00000264963 1 94150738 94151080
4322 ENSG00000264994 2 28913664 28913748
4323 ENSG00000265056 2 11767444 11767525
4324 ENSG00000265057 2 32635255 32635331
4325 ENSG00000265107 1 147756199 147773362
4326 ENSG00000265145 2 28927067 28927144
4327 ENSG00000265201 1 243346176 243346255
4328 ENSG00000265241 1 145921556 145927678
4329 ENSG00000265321 2 27996367 27996449
4330 ENSG00000265422 1 22719517 22719598
4331 ENSG00000265435 1 180438314 180438390
4332 ENSG00000265452 2 53849122 53849205
4333 ENSG00000265491 1 145738868 145824095
4334 ENSG00000265521 1 9967381 9967458
4335 ENSG00000265531 1 143874793 143883575
4336 ENSG00000265535 1 59974757 59975054
4337 ENSG00000265538 1 51059837 51059905
4338 ENSG00000265596 1 38089231 38089329
4339 ENSG00000265706 2 28927983 28928060
4340 ENSG00000265753 1 151300665 151300964
4341 ENSG00000265808 1 120150898 120176520
4342 ENSG00000265815 1 52940314 52940413
4343 ENSG00000265822 1 55225641 55225723
4344 ENSG00000265905 2 38936876 38937158
4345 ENSG00000265972 1 145992435 145996579
4346 ENSG00000265986 1 196582413 196582481
4347 ENSG00000265996 1 65057755 65057842
4348 ENSG00000266028 1 206203346 206464436
4349 ENSG00000266075 1 3782815 3783111
4350 ENSG00000266094 1 206507531 206589448
4351 ENSG00000266144 1 162157107 162157182
4352 ENSG00000266160 1 156985755 156986049
4353 ENSG00000266187 1 150211632 150211925
4354 ENSG00000266188 1 52934930 52935017
4355 ENSG00000266203 1 32086949 32087007
4356 ENSG00000266210 1 30918469 30918735
4357 ENSG00000266262 1 237471119 237471191
4358 ENSG00000266338 1 144421390 144461676
4359 ENSG00000266417 1 178677749 178677834
4360 ENSG00000266458 1 159899979 159900079
4361 ENSG00000266472 1 150293861 150308979
4362 ENSG00000266580 1 31758660 31758735
4363 ENSG00000266618 1 224398227 224398311
4364 ENSG00000266634 1 17277889 17277975
4365 ENSG00000266802 1 23057858 23057934
4366 ENSG00000266993 1 51793934 51799154
4367 ENSG00000267272 1 87129765 87169198
4368 ENSG00000267305 1 222510169 222519732
4369 ENSG00000267561 1 86993009 87169204
4370 ENSG00000267734 1 86932199 86934891
4371 ENSG00000268020 1 52473 53312
4372 ENSG00000268043 1 146938744 146996202
4373 ENSG00000268154 1 154950210 154950492
4374 ENSG00000268288 1 151766486 151767000
4375 ENSG00000268412 2 26028208 26028612
4376 ENSG00000268575 1 1702736 1737688
4377 ENSG00000268869 1 16687339 16720157
4378 ENSG00000268903 1 135141 135895
4379 ENSG00000268949 1 44988705 44991834
4380 ENSG00000269113 1 47760528 47997385
4381 ENSG00000269210 2 38959287 38960342
4382 ENSG00000269489 1 151798054 151798602
4383 ENSG00000269621 1 151755541 151759911
4384 ENSG00000269713 1 149054027 149103561
4385 ENSG00000269737 1 1671990 1674397
4386 ENSG00000269887 1 164680085 164680799
4387 ENSG00000269896 1 2350414 2352820
4388 ENSG00000269925 1 7776383 7776775
4389 ENSG00000269933 1 71005854 71006502
4390 ENSG00000269934 1 228238241 228276066
4391 ENSG00000269956 1 46538611 46570255
4392 ENSG00000269967 1 31851913 31921841
4393 ENSG00000269971 1 27773858 27774041
4394 ENSG00000269973 2 9936360 9939590
4395 ENSG00000269976 2 20586248 20586686
4396 ENSG00000269978 1 7700704 7700970
4397 ENSG00000269981 1 137682 137965
4398 ENSG00000270031 1 27819983 27820341
4399 ENSG00000270035 1 7698303 7698872
4400 ENSG00000270066 1 109100193 109100619
4401 ENSG00000270084 1 173862473 173863941
4402 ENSG00000270094 1 228394290 228396967
4403 ENSG00000270100 2 20678254 20678932
4404 ENSG00000270104 1 228384114 228385016
4405 ENSG00000270106 1 231528653 231819244
4406 ENSG00000270110 1 228295549 228303002
4407 ENSG00000270115 1 33261212 33261680
4408 ENSG00000270136 1 19597067 19656927
4409 ENSG00000270149 1 160997957 161038962
4410 ENSG00000270171 1 7693124 7694844
4411 ENSG00000270188 1 237943724 237945275
4412 ENSG00000270210 2 28425945 28426719
4413 ENSG00000270231 1 120419850 120467739
4414 ENSG00000270276 1 149854045 149861159
4415 ENSG00000270330 1 7942372 7942726
4416 ENSG00000270339 1 146344006 146344765
4417 ENSG00000270361 1 154937370 154938059
4418 ENSG00000270380 1 110456505 110457354
4419 ENSG00000270392 1 120432204 120434052
4420 ENSG00000270457 1 59289303 59289640
4421 ENSG00000270569 2 57429548 57430693
4422 ENSG00000270585 1 220207618 220208282
4423 ENSG00000270598 1 226127178 226127346
4424 ENSG00000270601 1 13254212 13263314
4425 ENSG00000270605 1 28239509 28241453
4426 ENSG00000270620 1 15917698 15917908
4427 ENSG00000270629 1 148531385 148679742
4428 ENSG00000270631 1 115577229 115577786
4429 ENSG00000270640 2 28396815 28397110
4430 ENSG00000270677 2 36656322 36656941
4431 ENSG00000270711 1 180970837 180971247
4432 ENSG00000270722 1 145465617 145465780
4433 ENSG00000270728 1 19297080 19297903
4434 ENSG00000270818 1 242882066 242883475
4435 ENSG00000270820 2 61471188 61484130
4436 ENSG00000270850 1 32421979 32422319
4437 ENSG00000270872 1 143975087 144068350
4438 ENSG00000270882 1 149832657 149839767
4439 ENSG00000270911 1 97855575 97856825
4440 ENSG00000270914 1 12017216 12017308
4441 ENSG00000270936 1 210462345 210463012
4442 ENSG00000271092 1 95117923 95247225
4443 ENSG00000271115 2 57048350 57049336
4444 ENSG00000271134 2 60682873 60683244
4445 ENSG00000271146 2 61249780 61250621
4446 ENSG00000271200 1 61741998 61742424
4447 ENSG00000271228 2 32013061 32013368
4448 ENSG00000271252 1 95743096 95759470
4449 ENSG00000271329 1 44187943 44189049
4450 ENSG00000271380 1 154961825 154962623
4451 ENSG00000271383 1 149475045 149556361
4452 ENSG00000271387 1 184385753 184386704
4453 ENSG00000271398 1 28247144 28247568
4454 ENSG00000271399 1 228858010 228858556
4455 ENSG00000271415 1 100196816 100197051
4456 ENSG00000271420 1 23378380 23379029
4457 ENSG00000271425 1 146064711 146229000
4458 ENSG00000271427 1 117364899 117365473
4459 ENSG00000271428 1 22068340 22068827
4460 ENSG00000271443 2 38535258 38536249
4461 ENSG00000271554 1 35992109 36013630
4462 ENSG00000271576 1 84076331 84077931
4463 ENSG00000271601 1 145933423 145958017
4464 ENSG00000271618 1 71738173 71738354
4465 ENSG00000271707 2 60734895 60735715
4466 ENSG00000271723 1 54641786 54742308
4467 ENSG00000271732 1 16617391 16617729
4468 ENSG00000271736 1 157273760 157283968
4469 ENSG00000271741 1 34981533 35031741
4470 ENSG00000271742 1 15682873 15683128
4471 ENSG00000271746 1 6393555 6394391
4472 ENSG00000271787 2 10054421 10054866
4473 ENSG00000271806 1 2141084 2145279
4474 ENSG00000271810 1 112702614 112711433
4475 ENSG00000271811 1 170667381 170669425
4476 ENSG00000271853 1 153626332 153634340
4477 ENSG00000271855 2 9555899 9556775
4478 ENSG00000271868 2 3496956 3497428
4479 ENSG00000271889 2 61151433 61162105
4480 ENSG00000271890 1 159581620 159582648
4481 ENSG00000271914 1 35929720 35930115
4482 ENSG00000271917 1 164828436 164829952
4483 ENSG00000271936 2 24825610 24826717
4484 ENSG00000271947 2 6905724 6906301
4485 ENSG00000271952 2 10844224 10885152
4486 ENSG00000271955 2 59218680 60100200
4487 ENSG00000271989 1 10429881 10430677
4488 ENSG00000271991 2 19902025 19902577
4489 ENSG00000271992 1 70445071 70445536
4490 ENSG00000272002 2 7260871 7261504
4491 ENSG00000272004 1 1659325 1662602
4492 ENSG00000272027 2 34692290 34703606
4493 ENSG00000272030 1 153631438 153634397
4494 ENSG00000272031 1 145959441 145964575
4495 ENSG00000272033 1 167379108 167381000
4496 ENSG00000272054 2 37208875 37212677
4497 ENSG00000272056 2 27053618 27054276
4498 ENSG00000272068 1 156637783 156641004
4499 ENSG00000272078 1 10639241 10654333
4500 ENSG00000272084 1 19072110 19075511
4501 ENSG00000272088 1 3487246 3487627
4502 ENSG00000272094 1 90860550 90862920
4503 ENSG00000272100 1 52353487 52353877
4504 ENSG00000272106 1 1613758 1615795
4505 ENSG00000272141 1 1169357 1170343
4506 ENSG00000272145 1 40690380 40692066
4507 ENSG00000272148 2 27062428 27062907
4508 ENSG00000272150 1 145572345 145607858
4509 ENSG00000272153 1 3785008 3785538
4510 ENSG00000272156 2 54082554 54085066
4511 ENSG00000272161 1 2326201 2326693
4512 ENSG00000272167 1 214028891 214030901
4513 ENSG00000272175 1 51801028 51801307
4514 ENSG00000272180 2 55952158 56181652
4515 ENSG00000272195 1 244969350 244971088
4516 ENSG00000272205 1 167219831 167220512
4517 ENSG00000272226 1 58812808 58813342
4518 ENSG00000272235 1 3306636 3310096
4519 ENSG00000272262 1 202410108 202410207
4520 ENSG00000272275 2 10767875 10770058
4521 ENSG00000272342 2 739588 740164
4522 ENSG00000272362 1 234644666 234647571
4523 ENSG00000272371 1 52554818 52555273
4524 ENSG00000272405 1 156641666 156644887
4525 ENSG00000272419 1 145164099 145216058
4526 ENSG00000272420 1 2363061 2363628
4527 ENSG00000272426 1 16904339 16904776
4528 ENSG00000272432 1 25247837 25248321
4529 ENSG00000272438 1 904834 915976
4530 ENSG00000272449 1 2530064 2547460
4531 ENSG00000272455 1 1409096 1410618
4532 ENSG00000272482 1 12618900 12619244
4533 ENSG00000272491 1 48227888 48229561
4534 ENSG00000272506 1 65003470 65004087
4535 ENSG00000272510 1 15565611 15565956
4536 ENSG00000272512 1 995966 998051
4537 ENSG00000272562 1 226045561 226061898
4538 ENSG00000272574 1 162593103 162593754
4539 ENSG00000272583 1 121518366 121518829
4540 ENSG00000272606 2 55617909 55618373
4541 ENSG00000272645 1 223951394 223992625
4542 ENSG00000272654 1 153977743 153979160
4543 ENSG00000272663 2 48440043 48440597
4544 ENSG00000272668 1 159854870 159867685
4545 ENSG00000272672 1 89939601 89940147
4546 ENSG00000272691 1 85578500 85578742
4547 ENSG00000272715 1 116909149 116909531
4548 ENSG00000272716 2 32165046 32165757
4549 ENSG00000272750 1 222658867 222661512
4550 ENSG00000272754 2 32321638 32323002
4551 ENSG00000272755 1 149264252 149264816
4552 ENSG00000272814 2 46956615 46956888
4553 ENSG00000272823 1 220828676 220829211
4554 ENSG00000272824 1 148358245 148358686
4555 ENSG00000272855 1 76636877 76637339
4556 ENSG00000272864 1 74698769 74699333
4557 ENSG00000272865 1 242147230 242209129
4558 ENSG00000272880 1 181812705 181813261
4559 ENSG00000272906 1 179881607 179882595
4560 ENSG00000272931 1 89820174 89820868
4561 ENSG00000272971 1 156614742 156615288
4562 ENSG00000272982 1 111181374 111181491
4563 ENSG00000273002 1 155978799 155982986
4564 ENSG00000273004 1 185317779 185318530
4565 ENSG00000273006 2 38193348 38193629
4566 ENSG00000273010 1 110963302 110964649
4567 ENSG00000273026 1 153966516 153966930
4568 ENSG00000273035 2 39323328 39323804
4569 ENSG00000273058 1 236536162 236536704
4570 ENSG00000273059 1 148011799 148012228
4571 ENSG00000273062 1 178724306 178726285
4572 ENSG00000273063 2 58241349 58241686
4573 ENSG00000273090 2 36513255 36513732
4574 ENSG00000273093 1 200315435 200315967
4575 ENSG00000273106 2 44167625 44168859
4576 ENSG00000273110 1 154480012 154481501
4577 ENSG00000273112 1 161513176 161605099
4578 ENSG00000273129 1 186680622 186683165
4579 ENSG00000273136 1 120723949 120842110
4580 ENSG00000273160 1 167457742 167459891
4581 ENSG00000273165 2 31852976 31853423
4582 ENSG00000273175 1 244864738 244865272
4583 ENSG00000273198 1 186521773 186522304
4584 ENSG00000273204 1 100894928 100895356
4585 ENSG00000273213 1 143894544 143905977
4586 ENSG00000273221 1 111184415 111185061
4587 ENSG00000273233 2 28810281 28810706
4588 ENSG00000273264 1 85467295 85467660
4589 ENSG00000273269 2 47065941 47176511
4590 ENSG00000273274 1 32465072 32496686
4591 ENSG00000273302 2 61199979 61200769
4592 ENSG00000273338 1 78004346 78004554
4593 ENSG00000273365 1 165706556 165707284
4594 ENSG00000273367 1 234372186 234372811
4595 ENSG00000273373 1 110370154 110373003
4596 ENSG00000273382 1 109087971 109090858
4597 ENSG00000273384 1 178651706 178652282
4598 ENSG00000273406 1 120076616 120077091
4599 ENSG00000273416 1 235104180 235104609
4600 ENSG00000273481 1 151327949 151328429
4601 ENSG00000273483 1 112517799 112518441
4602 ENSG00000273487 1 92189237 92190707
4603 ENSG00000273629 1 176217541 176217602
4604 ENSG00000273727 1 120354987 120355148
4605 ENSG00000273768 1 146376807 146376970
4606 ENSG00000273874 1 187891 187958
4607 ENSG00000273913 2 42511570 42511851
4608 ENSG00000273933 1 159972548 159974064
4609 ENSG00000274019 1 149111304 149121866
4610 ENSG00000274020 1 148290889 148519604
4611 ENSG00000274121 1 231814982 231815186
4612 ENSG00000274159 2 32548675 32549040
4613 ENSG00000274178 1 13029339 13032130
4614 ENSG00000274210 1 148522601 148522765
4615 ENSG00000274258 1 8866502 8866590
4616 ENSG00000274265 1 149175748 149259987
4617 ENSG00000274321 1 88520000 88520170
4618 ENSG00000274372 1 148013203 148025934
4619 ENSG00000274386 1 42784991 42816619
4620 ENSG00000274408 1 146539541 146539663
4621 ENSG00000274415 1 147757185 147758434
4622 ENSG00000274428 1 146409903 146410062
4623 ENSG00000274481 1 1583510 1583909
4624 ENSG00000274520 2 44932320 44932406
4625 ENSG00000274642 1 120197085 120319680
4626 ENSG00000274764 1 13049476 13056575
4627 ENSG00000274769 2 61115787 61164825
4628 ENSG00000274895 1 213983793 213986419
4629 ENSG00000274927 1 143461221 143498767
4630 ENSG00000274944 1 38864501 38881617
4631 ENSG00000274963 1 150568971 150569269
4632 ENSG00000274975 1 43448539 43448611
4633 ENSG00000274978 1 28648600 28648733
4634 ENSG00000275052 2 55547292 55618880
4635 ENSG00000275064 1 145509047 145520594
4636 ENSG00000275131 1 120489860 120701289
4637 ENSG00000275140 1 148772640 148784594
4638 ENSG00000275207 1 202003124 202003236
4639 ENSG00000275213 1 205684018 205684307
4640 ENSG00000275291 1 144523860 144524021
4641 ENSG00000275350 1 38383838 38384422
4642 ENSG00000275392 1 207127010 207127486
4643 ENSG00000275406 1 226331999 226333655
4644 ENSG00000275538 1 120850819 120850985
4645 ENSG00000275557 1 149607765 149612402
4646 ENSG00000275585 1 120985692 121052167
4647 ENSG00000275678 1 67121605 67123956
4648 ENSG00000275774 1 13115488 13116854
4649 ENSG00000275801 1 160775954 160776608
4650 ENSG00000275816 1 51060018 51060103
4651 ENSG00000276087 2 24124366 24190436
4652 ENSG00000276103 1 150608507 150608623
4653 ENSG00000276110 1 150255095 150257286
4654 ENSG00000276189 1 3736943 3737103
4655 ENSG00000276216 1 145281116 145281462
4656 ENSG00000276229 2 44935294 44935368
4657 ENSG00000276255 1 228073909 228076550
4658 ENSG00000276334 2 32521927 32523547
4659 ENSG00000276359 1 164703026 164703309
4660 ENSG00000276411 2 11673964 11676925
4661 ENSG00000276493 1 32087523 32087813
4662 ENSG00000276509 1 146235806 146237807
4663 ENSG00000276517 2 32526504 32529507
4664 ENSG00000276520 1 248708202 248708641
4665 ENSG00000276563 1 178017127 178017343
4666 ENSG00000276600 1 205976740 206003461
4667 ENSG00000276645 1 33029232 33029576
4668 ENSG00000276653 2 25058032 25058329
4669 ENSG00000276735 1 193236794 193237107
4670 ENSG00000276747 1 17372196 17401699
4671 ENSG00000276830 1 12578957 12579023
4672 ENSG00000276835 1 22633258 22633366
4673 ENSG00000276839 1 182576772 182577040
4674 ENSG00000276884 1 63548977 63549112
4675 ENSG00000276975 1 146472566 146914294
4676 ENSG00000276997 1 222477252 222504622
4677 ENSG00000277007 1 219270774 219273387
4678 ENSG00000277058 1 13060769 13062878
4679 ENSG00000277147 1 149606209 149705716
4680 ENSG00000277199 1 144627192 144642372
4681 ENSG00000277396 2 47383160 47383421
4682 ENSG00000277406 1 146321214 146401647
4683 ENSG00000277452 1 150566562 150566860
4684 ENSG00000277462 1 247034637 247078811
4685 ENSG00000277498 2 61858137 61860298
4686 ENSG00000277610 1 120942600 120942763
4687 ENSG00000277655 1 146459449 146461859
4688 ENSG00000277678 1 145169519 145169664
4689 ENSG00000277681 1 201863373 201863447
4690 ENSG00000277702 1 143419625 143420207
4691 ENSG00000277809 2 44935585 44935908
4692 ENSG00000277817 1 155951273 155951336
4693 ENSG00000277862 1 13095179 13097971
4694 ENSG00000277893 2 31522480 31580938
4695 ENSG00000277918 1 144560666 144560829
4696 ENSG00000277958 1 29041199 29041480
4697 ENSG00000277997 2 307683 309424
4698 ENSG00000278034 1 24919345 24919416
4699 ENSG00000278099 1 144551779 144551943
4700 ENSG00000278124 1 22010650 22010946
4701 ENSG00000278267 1 17369 17436
4702 ENSG00000278281 1 86357632 86357687
4703 ENSG00000278287 1 63549133 63549216
4704 ENSG00000278431 1 145961388 145964422
4705 ENSG00000278467 1 223994262 223995196
4706 ENSG00000278480 1 15226373 15227549
4707 ENSG00000278549 1 145850587 145850645
4708 ENSG00000278572 1 26218581 26220476
4709 ENSG00000278636 1 70430896 70431178
4710 ENSG00000278702 1 35399997 35400319
4711 ENSG00000278757 1 516376 516479
4712 ENSG00000278764 2 46266690 46266971
4713 ENSG00000278791 1 632325 632413
4714 ENSG00000278811 1 147258885 147517875
4715 ENSG00000278908 2 30677762 30679895
4716 ENSG00000278966 1 32973553 32974463
4717 ENSG00000278997 1 33141871 33143230
4718 ENSG00000279049 1 54099968 54100224
4719 ENSG00000279061 1 172752586 172752924
4720 ENSG00000279096 1 48102068 48104736
4721 ENSG00000279151 1 16701546 16705594
4722 ENSG00000279169 1 13196188 13201409
4723 ENSG00000279179 1 33162851 33166298
4724 ENSG00000279214 1 48262230 48263179
4725 ENSG00000279254 2 46668870 46670778
4726 ENSG00000279261 1 234757619 234760056
4727 ENSG00000279263 1 247948858 247949796
4728 ENSG00000279306 1 228486188 228487120
4729 ENSG00000279307 2 20529467 20529976
4730 ENSG00000279333 1 210678315 210681932
4731 ENSG00000279401 1 185518651 185520986
4732 ENSG00000279430 1 159910094 159910554
4733 ENSG00000279443 1 28544460 28546542
4734 ENSG00000279457 1 185217 195411
4735 ENSG00000279513 1 117493515 117495006
4736 ENSG00000279519 2 36839922 36842539
4737 ENSG00000279526 2 23616499 23617987
4738 ENSG00000279544 2 32563328 32566436
4739 ENSG00000279625 1 22364630 22366482
4740 ENSG00000279663 2 16541690 16545695
4741 ENSG00000279667 1 40473055 40474059
4742 ENSG00000279774 1 244064330 244067909
4743 ENSG00000279778 1 87805286 87808372
4744 ENSG00000279838 1 185292384 185294372
4745 ENSG00000279839 1 3205988 3208664
4746 ENSG00000279873 2 43227210 43228855
4747 ENSG00000279897 2 32557273 32574818
4748 ENSG00000279928 1 182696 184174
4749 ENSG00000279946 1 206541758 206544892
4750 ENSG00000279956 2 48632291 48755724
4751 ENSG00000280040 1 98660388 98661059
4752 ENSG00000280099 1 85152487 85154203
4753 ENSG00000280113 1 9826289 9828271
4754 ENSG00000280114 1 16681097 16688749
4755 ENSG00000280157 1 228121523 228123771
4756 ENSG00000280186 1 108200413 108202743
4757 ENSG00000280222 1 18109389 18115861
4758 ENSG00000280267 1 13148907 13156009
4759 ENSG00000280276 2 38121935 38123881
4760 ENSG00000280360 2 687799 688348
4761 ENSG00000280378 1 54033126 54034880
4762 ENSG00000280390 2 21023496 21024170
4763 ENSG00000280425 1 54137746 54142980
4764 ENSG00000280587 1 235064927 235074220
4765 ENSG00000280649 1 148458814 148459871
4766 ENSG00000280670 1 45493866 45500079
4767 ENSG00000280778 1 145927258 145977811
4768 ENSG00000280836 1 45581219 45581321
4769 ENSG00000280924 1 204368431 204369719
4770 ENSG00000281133 1 45580892 45580996
4771 ENSG00000281207 1 41014590 41043890
4772 ENSG00000281406 1 205434885 205457091
4773 ENSG00000281571 1 145214851 145215938
4774 ENSG00000281664 1 213924749 213926654
4775 ENSG00000281696 1 220200538 220200619
4776 ENSG00000281741 1 120913151 120914238
4777 ENSG00000281825 1 45605657 45605730
4778 ENSG00000281912 1 45303910 45305619
4779 ENSG00000282048 1 114032393 114034511
4780 ENSG00000282057 1 85482281 85578250
4781 ENSG00000282097 1 234709383 234720220
4782 ENSG00000282111 1 229022773 229038274
4783 ENSG00000282221 1 201399633 201401190
4784 ENSG00000282317 1 244731024 244731586
4785 ENSG00000282386 1 153964361 153965070
4786 ENSG00000282418 1 225465021 225473837
4787 ENSG00000282564 1 230426491 230641806
4788 ENSG00000282608 1 111499429 111503633
4789 ENSG00000282718 1 212916787 212917577
4790 ENSG00000282828 2 49563388 49595126
4791 ENSG00000282843 1 17193232 17201733
4792 ENSG00000282849 1 200478020 200483604
4793 ENSG00000282852 1 110256754 110256930
4794 ENSG00000282872 1 26164101 26168963
4795 ENSG00000282881 1 46532166 46543969
4796 ENSG00000282890 2 48809340 49419013
4797 ENSG00000282998 2 49202126 49451896
4798 ENSG00000283031 2 23667208 23685453
4799 ENSG00000283039 1 44137821 44141631
4800 ENSG00000283040 1 874529 877234
4801 ENSG00000283044 1 207401691 207416236
4802 ENSG00000283152 1 172138808 172138888
4803 ENSG00000283227 1 152947154 152949258
4804 ENSG00000283259 1 2773603 2776473
4805 ENSG00000283317 1 161433444 161440996
4806 ENSG00000283324 1 150887136 150913292
4807 ENSG00000283342 1 147099482 147124285
4808 ENSG00000283360 1 161403409 161470523
4809 ENSG00000283414 1 43716467 43716556
4810 ENSG00000283442 1 155894281 155894386
4811 ENSG00000283445 1 58715609 58771295
4812 ENSG00000283502 2 47781379 47781465
4813 ENSG00000283572 1 3127975 3128035
4814 ENSG00000283575 1 180758722 180758817
4815 ENSG00000283580 1 42767292 42794493
4816 ENSG00000283598 1 171101739 171101798
4817 ENSG00000283611 1 9950572 9960787
4818 ENSG00000283676 1 148334479 148334554
4819 ENSG00000283683 1 171600621 171638799
4820 ENSG00000283696 1 161399409 161422424
4821 ENSG00000283701 1 155346350 155346445
4822 ENSG00000283761 1 99970011 100083321
4823 ENSG00000283766 2 1552445 1554701
4824 ENSG00000283789 1 12166943 12167038
4825 ENSG00000283899 1 51836344 51836402
4826 ENSG00000283973 1 42959065 42961864
4827 ENSG00000283999 1 110473756 110488663
4828 ENSG00000284035 1 161227186 161227261
4829 ENSG00000284138 1 42952202 42952641
4830 ENSG00000284154 1 33332393 33332492
4831 ENSG00000284188 1 244729898 244730962
4832 ENSG00000284237 1 207959292 207969329
4833 ENSG00000284240 1 87212669 87264741
4834 ENSG00000284299 1 210858125 211134146
4835 ENSG00000284309 1 26046665 26049099
4836 ENSG00000284376 1 211108445 211207138
4837 ENSG00000284543 1 31506226 31583306
4838 ENSG00000284600 2 1795525 1811526
4839 ENSG00000284601 1 54974900 54980464
4840 ENSG00000284602 1 25232586 25234775
4841 ENSG00000284616 1 5301928 5307394
4842 ENSG00000284623 1 38129464 38140593
4843 ENSG00000284632 1 38754216 38815979
4844 ENSG00000284637 1 89203280 89203464
4845 ENSG00000284640 1 35141515 35146435
4846 ENSG00000284642 1 10395416 10397432
4847 ENSG00000284646 1 11311734 11319093
4848 ENSG00000284650 1 37133489 37136146
4849 ENSG00000284652 1 9421098 9422862
4850 ENSG00000284653 1 18015712 18045612
4851 ENSG00000284657 1 25239494 25240253
4852 ENSG00000284668 1 3976133 4012704
4853 ENSG00000284676 1 29755175 29790597
4854 ENSG00000284677 1 40436199 40450039
4855 ENSG00000284678 1 39801414 39817460
4856 ENSG00000284686 1 56173433 56524495
4857 ENSG00000284692 1 5478736 5493057
4858 ENSG00000284693 1 9425094 9440564
4859 ENSG00000284696 1 50229662 50321192
4860 ENSG00000284699 1 24704894 24717596
4861 ENSG00000284700 1 50423609 50425316
4862 ENSG00000284702 1 31972189 31987034
4863 ENSG00000284703 1 4012921 4019508
4864 ENSG00000284705 1 36703953 36710582
4865 ENSG00000284708 1 11623558 11643416
4866 ENSG00000284716 1 7998187 7999934
4867 ENSG00000284719 1 39799419 39809450
4868 ENSG00000284721 1 33194788 33200353
4869 ENSG00000284726 1 23297797 23302866
4870 ENSG00000284734 1 89198714 89207040
4871 ENSG00000284735 1 10381906 10387150
4872 ENSG00000284738 1 153923284 153935245
4873 ENSG00000284740 1 1503250 1509466
4874 ENSG00000284747 1 7991134 8005312
4875 ENSG00000284748 1 37596126 37607336
4876 ENSG00000284770 1 235367360 235452443
4877 ENSG00000284773 1 34974356 34985313
4878 ENSG00000284808 1 61481087 61533271
4879 ENSG00000284830 1 111745299 111755537
4880 ENSG00000284842 1 149675205 149677740
4881 ENSG00000284846 1 86821558 86834169
4882 ENSG00000284882 1 84574129 84583620
4883 ENSG00000284928 1 64186791 64192685
4884 ENSG00000285041 1 68633701 68640425
4885 ENSG00000285053 1 235328570 235448952
4886 ENSG00000285079 1 65703962 65714847
4887 ENSG00000285177 1 235366353 235367366
4888 ENSG00000285184 1 150045660 150067722
4889 ENSG00000285201 1 84038529 84065031
4890 ENSG00000285210 1 86288704 86320711
4891 ENSG00000285215 1 120963645 120977585
4892 ENSG00000285239 1 207709024 207711508
4893 ENSG00000285280 1 192167786 192957713
4894 ENSG00000285374 1 84607099 84610697
4895 ENSG00000285407 1 68679202 68943452
4896 ENSG00000285417 1 206035253 206062257
4897 ENSG00000285462 1 79325008 79346445
4898 ENSG00000285519 2 54768492 54801540
4899 ENSG00000285521 1 205775559 205783623
4900 ENSG00000285525 1 100628230 100641723
4901 ENSG00000285530 1 100220488 100253414
4902 ENSG00000285542 2 44168851 44320310
4903 ENSG00000285554 1 150173049 150181429
4904 ENSG00000285569 2 11405508 11427186
4905 ENSG00000285570 1 156689676 156704757
4906 ENSG00000285577 2 33274465 33281261
4907 ENSG00000285591 2 8488420 8505027
4908 ENSG00000285611 2 60057601 60071127
4909 ENSG00000285622 1 168695874 169103296
4910 ENSG00000285629 1 6159430 6197757
4911 ENSG00000285636 1 162146709 162175243
4912 ENSG00000285638 1 190878145 191151410
4913 ENSG00000285641 1 153975850 153986246
4914 ENSG00000285646 1 11907940 11914298
4915 ENSG00000285649 1 43968351 43974821
4916 ENSG00000285651 1 151885251 151899333
4917 ENSG00000285665 1 171339299 171339959
4918 ENSG00000285673 2 59014354 59277688
4919 ENSG00000285677 1 156001953 156033342
4920 ENSG00000285698 1 115270767 115283763
4921 ENSG00000285701 1 9900614 9908034
4922 ENSG00000285718 1 194785517 194931310
4923 ENSG00000285719 1 207909992 207917088
4924 ENSG00000285728 1 42658687 42682160
4925 ENSG00000285752 1 22028317 22052927
